company name,announcement
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6994922.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6976604.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6971816.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6956688.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6952933.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6935441.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6913953.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6910881.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6905518.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6902576.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6893812.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6867827.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6866867.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6861882.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6842912.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6802179.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6800737.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6794665.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6764111.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6758152.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6744113.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6701909.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6685736.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6660096.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6636777.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6614559.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6589254.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6586652.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6566379.pdf
EMERALD RESOURCES NL,http://www.emeraldresources.com.au/sites/default/files/asx-announcements/6535818.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2021/03/20210304-YEV-Recommences-Mt-Magnet-Drilling.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2021/02/Drilling-Commences-Pernatty-and-Bryah.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2021/02/150221-Mt-Magnet.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2021/01/20210128-Bryah-Drilling-Update.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/11/20201127-Drilling-to-commence-at-Yerrida-and-Black-Flag-Copy.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/10/20201005-Bryah-Drilling-Commences.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/09/20200910-Yilgarn-Exploration-Update.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/09/20200309-Yerrida-Drilling-Update.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/06/20200626-Yerrida-Drilling-to-Commence.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/06/20200604-Mallina-Drilling-Complete.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/04/27042020-Bryah-Drilling-Update.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/04/20200416-Mallina-Drilling-to-Commence.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/03/20200227-Bryah-Drilling-to-Commence.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/02/20200207-DGO-Coziron-results-highlight-Mallina-potential.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/02/20200206-DGO-DEG-Hemi-Results.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/01/20200130-DGO-Black-Flag-Followup-Drilling.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/01/Drilling-Targets-Idenitified-Below-The-Lake-East-of-St-Ives.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/04/20191108-Further-significant-drilling-results-at-Black-Flag.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2019/10/Significant-Drilling-Results-at-Black-Flag.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2019/09/DGO-Black-Flag-Drilling-Commencement-02092019.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2020/04/20180426-Exploration-Update.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2018/11/20171024-DGO-Pilbara-Sediment-Hosted-Gold-Exploration-Updated.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2018/11/20170315-Sediment-Hosted-Copper-Cobalt-Exploration-Licence-1.pdf
DGO GOLD LIMITED,https://www.dgogold.com.au/wp-content/uploads/2018/11/20161215-DGO-Commencement-of-Drilling-at-Black-Flag.pdf
ORA BANDA MINING LTD,https://www.orabandamining.com.au/download/001_egs_asx-announcement_lights-of-israel_10-august-2016-v2-pdf/
ORECORP LIMITED,http://orecorp.com.au/upload/documents/InvestorRelations/Announcements/210308-HobbesFinalRCDrillingResults.pdf
ORECORP LIMITED,http://orecorp.com.au/upload/documents/InvestorRelations/Announcements/210205-HobbesRCDrillingFirstAssayResults_Final.pdf
ORECORP LIMITED,http://orecorp.com.au/upload/documents/InvestorRelations/Announcements/201217-HOB_RC_DrillingCommences_Final.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2018/06/2018-06-18-Resource-Drilling-Continues-at-Theta-Hill.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2018/05/2018-05-22-Exploration-Update.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2018/05/2018-05-10-126-grams-per-tonne-Au-From-Drilling-at-Theta-Hill.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2018/03/2018-03-14-Diamond-Drilling-Commenced-at-Theta-Hill.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2018/04/090318_SWJ_VaalhoekResource.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2018/02/2018-02-28_Theta-Hill-Drilling-Results-and-TGME-Project-Update.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2018/02/2018-02-06_Drilling-recommenced-at-Theta-Hill.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2018/01/2018-01-16_New-High-Grade-Discovery-at-Columbia-Hill.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2017/12/2017-12-21_Theta-Drilling-Results.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2017/12/2017-12-08-Exploration-Update.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2017/11/2017-11-22-Theta-Hill-Drilling-Commenced.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2016/11/310713__discovery_of_significant.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2016/11/310713__discovery_of_new_potential_mineralised.pdf
THETA GOLD MINES LIMITED,http://thetagoldmines.com/wp-content/uploads/2016/11/111212__stonewall_commences_drilling.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/61019237.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/61008020.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/61007826.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6995852.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6991158.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6987548.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6978176.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6976085.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6974705.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6969418.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6962776.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6961263.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6957679.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6942629.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/BDC%20ASX%20Zoroastrian%2030%20July%202019%20Final.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6936981.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6935440.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6934601.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6933146.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6932620.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6932034.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6927152.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6923842.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6919681.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6911531.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6911305.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6905112.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6900038.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6897899.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6894823.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6892530.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6889617.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6885615.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6884211.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6877680.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6871330.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6862560.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6861065.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6860130.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6853937.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6841475_0.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6822115.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6821097.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6799607.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6799299.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6793513.pdf
BARDOC GOLD LIMITED,https://www.bardocgold.com/sites/default/files/asx-announcements/6757981.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2021040901.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2021032901.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2020112702.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2020110901.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2020102101.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2020092901.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2020091502.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2020090401.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2020083101.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2020072301.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2019112902.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2019111901.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2019102201.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2019091701.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2019090901.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2019081501.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2019040201.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2019011401.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2018112601.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2018110701.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2018062801.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2018052901.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2018041301.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2018040901.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2018012501.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017120701.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017120401.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017113002.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017111001.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017082101.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017072001.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017070301.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017061501.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017051801.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017041201.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017032301.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2017022001.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2016121301.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2016113002.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2016110901.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2016102401.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2016100302.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2016062702.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2016062701.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd2016031801.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20151221.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20151130.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20151111.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20151028.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20141208.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20141128.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20141127.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20141023.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20140821.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20140709.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20140617.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20140429.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20140321.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20131129.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20131028.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20130529.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20130325.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20121217.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20121127a.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20121017.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20120928.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20120730.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20120427.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20120321.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20111207.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20111124.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20111011.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20110608.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20110118.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20101130.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20080923.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20080701.pdf
GENESIS MINERALS LIMITED,http://www.genesisminerals.com.au/downloads/announcements/gmd20080516.pdf
TESORO RESOURCES LIMITED,https://www.tesororesources.com.au/wp-content/uploads/2021/04/38_TSO_ASX_Ternera-East-Discovery_13-April-2021.pdf
TESORO RESOURCES LIMITED,https://www.tesororesources.com.au/wp-content/uploads/2021/01/02329569.pdf
VANGO MINING LIMITED,https://6b850ea5-64c7-4b16-bb2b-42df9029e4a1.filesusr.com/ugd/4990a3_73b969fca96b4fadb043577fe34b5787.pdf
